"Booking No","Ticket Type","Ticket Count","Ticket Amount","Processing Fee","Ticket Fee","Platform Fee","Agent Fee","Discount Amount","Grand Total","Payment Status","Booking Status","Event Name","Organizer","Venue","Created Date","Stripe Revenue","Eventox Revenue","Organizer Revenue","Refund Amount","Actions"
"EV17762323701732XEI1L","Early Bird - General Admission","4","147","3.97","6","2","0","14.700000000000001","144.27","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-15T05:52:50.180Z","4.2","7.77","132.3","0",""
"EV17762338066695QBJ58","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-15T06:16:46.681Z","1.62","3.2","44.1","0",""
"EV1776243865137NZGPMZ","Adult Pass","5","210","5.67","7.5","0","0","0","223.17","expired","expired","Bible Convention","NZ Mobile Group","","2026-04-15T09:04:25.148Z","6.33","6.84","210","0",""
"EV177624393938307OJC8","Adult Pass","5","210","7.02","7.5","0","0","0","274.52","expired","expired","Bible Convention","NZ Mobile Group","","2026-04-15T09:05:39.396Z","7.71","6.81","210","0",""
"EV1776244638902E7PZWH","Student Ticket - Second Release","3","70.47","1.9","1.5","0","0","0","73.87","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-15T09:17:18.941Z","2.29","1.11","70.47","0",""
"EV17762495673077CS0ZC","Couple Pass (Second Release)","4","101.96","2.75","2","0","0","0","106.71","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-15T10:39:27.322Z","3.18","1.57","101.96","0",""
"EV1776253276026SG4YEO","Early Bird - General Admission","2","98","2.65","3","2","0","9.8","95.85000000000001","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-15T11:41:16.062Z","2.89","4.76","88.2","0",""
"EV1776255140270LVMJFA","Adult Pass","5","210","5.67","7.5","0","0","0","223.17","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-15T12:12:20.297Z","6.33","6.84","210","0",""
"EV1776280196997US30JX","Adult Pass","2","130","3.51","3","0","0","0","136.51","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-15T19:09:57.024Z","3.99","2.52","130","0",""
"EV1776294609003V0082D","Adult Pass","3","170","4.59","4.5","0","0","0","179.09","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-15T23:10:09.012Z","5.14","3.95","170","0",""
"EV1776310101109A3AKHK","Early Bird - General Admission","4","196","5.29","6","2","0","19.6","189.69","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T03:28:21.136Z","5.42","7.87","176.4","0",""
"EV17763108265119EEQZA","General Admission - Second Release","1","27.49","0.74","0.5","0","0","2.749","25.980999999999998","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-16T03:40:26.520Z","1","0.24","24.74","0",""
"EV17763194981945LSJVI","Premium VIP Experience","2","338","9.13","3","2","0","0","352.13","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T06:04:58.207Z","9.81","4.32","338","0",""
"EV1776321576069T4TV3Q","Early Bird - General Admission","4","196","5.29","6","2","0","19.6","189.69","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T06:39:36.095Z","5.42","7.87","176.4","0",""
"EV17763259677288VZXSC","Member Ticket","4","95","2.57","4","0","0","0","101.57","expired","expired","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-16T07:52:47.735Z","3.04","3.53","95","0",""
"EV17763273664997T0TGK","Early Bird - General Admission","4","196","5.29","6","2","0","19.6","189.69","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T08:16:06.504Z","5.42","7.87","176.4","0",""
"EV17763299620732NSGEF","Student Ticket - Third Release","2","48.98","1.32","1","0","0","0","51.3","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-16T08:59:22.083Z","1.69","0.63","48.98","0",""
"EV17763300071936181JW","Early Bird - General Admission","4","196","5.29","6","2","0","19.6","189.69","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T09:00:07.198Z","5.42","7.87","176.4","0",""
"EV1776330049776I0L633","General Admission - Executive Seating","2","158","4.27","3","2","0","15.8","151.47","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T09:00:49.783Z","4.39","4.88","142.2","0",""
"EV1776334530684JWURWK","Early Bird - General Admission","5","245","6.62","7.5","2","0","0","261.12","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T10:15:30.693Z","7.35","8.77","245","0",""
"EV1776335207849XLUTJF","Group of 5","5","100","2.8","5","0","0","10","97.8","paid","confirmed","AFTER DARK | Bollywood Noir 💎","Veloura Events","","2026-04-16T10:26:47.858Z","2.94","4.86","90","0",""
"EV1776335815335HPN34Q","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T10:36:55.346Z","1.62","3.2","44.1","0",""
"EV1776336950760VT6ZZL","Student Ticket - Third Release","4","97.96","2.64","2","0","0","0","102.6","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-16T10:55:50.769Z","3.07","1.57","97.96","0",""
"EV17763412040132PAPM8","General Admission - Executive Seating","4","327","8.83","6","2","0","32.7","311.13","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T12:06:44.026Z","8.7","8.13","294.3","0",""
"EV17763412694846ZMLAX","General Admission - Executive Seating","4","327","8.83","6","2","0","0","343.83","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T12:07:49.507Z","9.58","7.25","327","0",""
"EV1776341338124FDJVZN","General Admission - Executive Seating","4","327","8.83","6","2","0","32.7","311.13","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T12:08:58.145Z","8.7","8.13","294.3","0",""
"EV1776347128509ORJXDQ","Group of 5 pass (Third Release)","5","137.45","3.71","2.5","0","0","0","143.66","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-16T13:45:28.544Z","4.18","2.03","137.45","0",""
"EV1776351282013XT1K70","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T14:54:42.022Z","1.62","3.2","44.1","0",""
"EV1776377424860KYHZOY","Early Bird - General Admission","5","245","6.62","7.5","2","0","24.5","236.62","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-16T22:10:24.886Z","6.69","9.43","220.5","0",""
"EV1776377486535FH0C16","Early Bird","1","10","0.27","1","1","0","0","12.27","paid","confirmed"," 🔥 South Indian DJ Night – ‘Scene Turbo’ Vol. 1","Southsync ","","2026-04-16T22:11:26.572Z","0.63","1.64","10","0",""
"EV1776379675478N12MVP","Member Ticket","3","80","2.16","3","0","0","20.299999999999997","64.86","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-16T22:47:55.529Z","2.05","3.11","59.7","0",""
"EV1776381178254XCPGJO","Member Ticket","3","70","1.89","3","0","0","20.299999999999997","54.59","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-16T23:12:58.293Z","1.77","3.12","49.7","0",""
"EV1776384550319IAO42S","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T00:09:10.329Z","1.62","3.2","44.1","0",""
"EV177638952111946902Y","VIP Seating","1","99","2.67","1.5","2","0","0","105.17","expired","expired","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T01:32:01.149Z","3.14","3.03","99","0",""
"EV1776389640581ZP3ALR","General Admission - Third Release","1","29.49","0.8","0.5","0","0","0","30.79","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T01:34:00.588Z","1.13","0.17","29.49","0",""
"EV1776390069289KTDBMF","Student Ticket - Third Release","3","73.47","1.98","1.5","0","0","0","76.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T01:41:09.323Z","2.38","1.1","73.47","0",""
"EV1776393605126VASBTU","Early Bird - General Admission","3","147","3.97","4.5","2","0","0","157.47","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T02:40:05.136Z","4.55","5.92","147","0",""
"EV17763954029987AQC3A","Early Bird - General Admission","2","98","2.65","3","2","0","0","105.65","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T03:10:03.012Z","3.15","4.5","98","0",""
"EV1776397602088CW26FR","Student Ticket (10–18 years)","1","15","0.41","1","0","0","0","16.41","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-17T03:46:42.096Z","0.74","0.67","15","0",""
"EV1776398871458JZ80V2","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T04:07:51.466Z","0.99","0.17","24.49","0",""
"EV17764002776749FQ0LW","Early Bird - General Admission","2","98","2.65","3","2","0","9.8","95.85000000000001","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T04:31:17.686Z","2.89","4.76","88.2","0",""
"EV1776401979103F5LAUY","Member Ticket","4","100","2.7","4","0","0","20.299999999999997","86.4","failed","failed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-17T04:59:39.112Z","2.63","4.07","79.7","0",""
"EV1776404138713RF1UCS","Student Ticket - Third Release","2","48.98","1.32","1","0","0","0","51.3","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T05:35:38.727Z","1.69","0.63","48.98","0",""
"EV1776404820888L7BBN6","Member Ticket","1","35","0.95","1","0","0","10.149999999999999","26.800000000000004","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-17T05:47:00.908Z","1.02","0.93","24.85","0",""
"EV1776405459636Z2A151","Couple Pass (Third Release)","2","54.98","1.48","1","0","0","0","57.459999999999994","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T05:57:39.646Z","1.85","0.63","54.98","0",""
"EV17764057987656D15LF","General Admission - Third Release","3","88.47","2.39","1.5","0","0","0","92.36","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T06:03:18.791Z","2.79","1.1","88.47","0",""
"EV1776411215010DEVQH5","General Admission - Third Release","2","58.98","1.59","1","0","0","0","61.57","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T07:33:35.019Z","1.96","0.63","58.98","0",""
"EV17764112159308KZWNJ","General Admission - Third Release","1","29.49","0.8","0.5","0","0","0","30.79","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T07:33:35.935Z","1.13","0.17","29.49","0",""
"EV1776412534009LXGPOY","Student Ticket - Third Release","2","48.98","1.32","1","0","0","0","51.3","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T07:55:34.042Z","1.69","0.63","48.98","0",""
"EV17764140379827ERBQM","Early Bird - General Admission","3","147","3.97","4.5","2","0","14.700000000000001","142.77","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T08:20:38.023Z","4.15","6.32","132.3","0",""
"EV17764168164577AFVR2","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T09:06:56.471Z","0.99","0.17","24.49","0",""
"EV1776416938803NZU5F9","Member Ticket","5","80","2.16","5","0","0","20.299999999999997","66.86","expired","expired","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-17T09:08:58.809Z","2.11","5.05","59.7","0",""
"EV1776417174743U15OSH","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T09:12:54.765Z","0.99","0.17","24.49","0",""
"EV1776419045414NZ5804","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T09:44:05.423Z","0.99","0.17","24.49","0",""
"EV1776420772360R0Q5TU","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T10:12:52.389Z","0.99","0.17","24.49","0",""
"EV17764214928823FKJ59","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T10:24:52.909Z","0.99","0.17","24.49","0",""
"EV1776422462792UJ18GW","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T10:41:02.819Z","0.99","0.17","24.49","0",""
"EV177642267964285UEWO","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T10:44:39.669Z","0.99","0.17","24.49","0",""
"EV1776423029142YF9YDZ","Couple Pass (Third Release)","2","54.98","1.48","1","0","0","0","57.459999999999994","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T10:50:29.190Z","1.85","0.63","54.98","0",""
"EV1776432292202FRX3JO","Couple Pass (Third Release)","2","54.98","1.48","1","0","0","0","57.459999999999994","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T13:24:52.233Z","1.85","0.63","54.98","0",""
"EV17764326697054DNAMR","Couple Pass (Third Release)","2","54.98","1.48","1","0","0","0","57.459999999999994","failed","failed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T13:31:09.735Z","1.85","0.63","54.98","0",""
"EV1776432758595QJT0FL","Couple Pass (Third Release)","2","54.98","1.48","1","0","0","0","57.459999999999994","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T13:32:38.621Z","1.85","0.63","54.98","0",""
"EV1776434718577IXT0W6","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:05:18.608Z","0","0","0","0",""
"EV1776435464635KH8Z1F","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:17:44.640Z","0","0","0","0",""
"EV1776435668930IYUM1O","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:21:08.965Z","0","0","0","0",""
"EV1776435898453NO2HP4","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:24:58.477Z","0","0","0","0",""
"EV1776436241905RD2Q4T","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:30:41.931Z","0","0","0","0",""
"EV1776436515689QXXLRU","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:35:15.721Z","0","0","0","0",""
"EV17764370088032HRIXW","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:43:28.834Z","0","0","0","0",""
"EV1776437770182DQ5251","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T14:56:10.212Z","0","0","0","0",""
"EV1776438516084D8R5ZB","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T15:08:36.107Z","0","0","0","0",""
"EV1776440431689S4AJHZ","GENERAL ADMISSION","3","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T15:40:31.725Z","0","0","0","0",""
"EV1776440787337FKD6VH","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T15:46:27.380Z","0","0","0","0",""
"EV1776440963878EXP0UK","GENERAL ADMISSION","2","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T15:49:23.907Z","0","0","0","0",""
"EV17764411762895IU4IB","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T15:52:56.332Z","0","0","0","0",""
"EV1776442395155KNH8GF","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T16:13:15.160Z","0","0","0","0",""
"EV1776442779284O8BEHL","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T16:19:39.318Z","0","0","0","0",""
"EV17764505378356HEJQD","Early Bird - General Admission","1","49","1.32","1.5","2","0","4.9","48.92","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T18:28:57.869Z","1.62","3.2","44.1","0",""
"EV177646132832813WTZN","Member Ticket","1","35","0.95","1","0","0","10.149999999999999","26.800000000000004","paid","confirmed","Easter • Eid • Vishu Celebration 2026","TARANAKI MALAYALEE ASSOCIATION INCORPORATED","","2026-04-17T21:28:48.359Z","1.02","0.93","24.85","0",""
"EV17764616137854E86F9","General Admission - Executive Seating","4","316","8.53","6","2","0","0","332.53","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T21:33:33.798Z","9.28","7.25","316","0",""
"EV1776463427063YIZ1UA","Early Bird - General Admission","3","98","2.65","4.5","2","0","0","107.15","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T22:03:47.092Z","3.19","5.96","98","0",""
"EV1776468399574OLUU9K","Early Bird - General Admission","4","196","5.29","6","2","0","0","209.29","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-17T23:26:39.580Z","5.95","7.34","196","0",""
"EV1776469154948I5IR5W","General Admission - Third Release","1","29.49","0.8","0.5","0","0","0","30.79","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T23:39:14.970Z","1.13","0.17","29.49","0",""
"EV1776469403046S4F90M","General Admission - Third Release","1","29.49","0.8","0.5","0","0","0","30.79","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T23:43:23.057Z","1.13","0.17","29.49","0",""
"EV17764695753581QY93G","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-17T23:46:15.370Z","0.99","0.17","24.49","0",""
"EV1776472180143MW7M20","General Admission - Third Release","3","88.47","2.39","1.5","0","0","0","92.36","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T00:29:40.156Z","2.79","1.1","88.47","0",""
"EV17764721819858CON0E","General Admission - Third Release","3","88.47","2.39","1.5","0","0","0","92.36","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T00:29:41.993Z","2.79","1.1","88.47","0",""
"EV17764732286745YHRS9","Group of 5 pass (Third Release)","5","137.45","3.71","2.5","0","0","0","143.66","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T00:47:08.680Z","4.18","2.03","137.45","0",""
"EV1776473675997VMJE29","Student Ticket - Third Release","1","24.49","0.66","0.5","0","0","0","25.65","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T00:54:36.023Z","0.99","0.17","24.49","0",""
"EV1776474627926ZKN2KD","General Admission - Third Release","1","29.49","0.8","0.5","0","0","2.949","27.841","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T01:10:27.932Z","1.05","0.25","26.54","0",""
"EV1776476467467WBIA3N","Ticket for Meet & Greet + Buffet","2","150","4.05","3","2","0","0","159.05","expired","expired","Dinner with Chithra","NZ Mobile Group","","2026-04-18T01:41:07.499Z","4.59","4.46","150","0",""
"EV1776476470837J6SMSI","Ticket for Meet & Greet + Buffet","2","150","4.05","3","2","0","0","159.05","paid","confirmed","Dinner with Chithra","NZ Mobile Group","","2026-04-18T01:41:10.845Z","4.59","4.46","150","0",""
"EV1776479341816Y19GDS","General Admission - Final Release","1","35.49","0.96","0.5","0","0","0","36.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T02:29:01.823Z","1.3","0.16","35.49","0",""
"EV1776479382225F16O9U","General Admission - Final Release","2","70.98","1.92","1","0","0","0","73.9","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T02:29:42.262Z","2.3","0.62","70.98","0",""
"EV1776480228129CM24GA","Student Ticket - Final Release","3","76.47","2.06","1.5","0","0","0","80.03","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T02:43:48.169Z","2.46","1.1","76.47","0",""
"EV1776481802117DOE07X","Adult Pass","5","250","6.75","7.5","0","0","0","264.25","paid","confirmed","Bible Convention","NZ Mobile Group","","2026-04-18T03:10:02.125Z","7.43","6.82","250","0",""
"EV17764830968445RRH5F","Student Ticket - Final Release","3","76.47","2.06","1.5","0","0","0","80.03","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T03:31:36.853Z","2.46","1.1","76.47","0",""
"EV17764831005826WFOBH","Student Ticket - Final Release","3","76.47","2.06","1.5","0","0","0","80.03","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T03:31:40.587Z","2.46","1.1","76.47","0",""
"EV1776483109159F6HAGO","Student Ticket - Final Release","3","76.47","2.06","1.5","0","0","0","80.03","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T03:31:49.165Z","2.46","1.1","76.47","0",""
"EV1776483330265KTLJ06","General Admission - Final Release","1","35.49","0.96","0.5","0","0","0","36.95","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T03:35:30.274Z","1.3","0.16","35.49","0",""
"EV17764843782068F1G1F","General Admission - Final Release","2","70.98","1.92","1","0","0","0","73.9","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T03:52:58.211Z","2.3","0.62","70.98","0",""
"EV1776484449617GNM9NB","General Admission - Final Release","3","106.47","2.87","1.5","0","0","0","110.84","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T03:54:09.622Z","3.29","1.08","106.47","0",""
"EV1776485483673Y4N94O","GENERAL ADMISSION","2","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:11:23.703Z","0","0","0","0",""
"EV1776485616015WW1BX5","GENERAL ADMISSION","3","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:13:36.023Z","0","0","0","0",""
"EV17764859776499K9LCX","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:19:37.655Z","0","0","0","0",""
"EV1776486105327LXM7B2","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:21:45.355Z","0","0","0","0",""
"EV1776486107531LOZ26N","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:21:47.535Z","1.2","0.26","31.94","0",""
"EV1776486181663I1WJTK","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:23:01.670Z","1.2","0.26","31.94","0",""
"EV1776486270549TDQXRD","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:24:30.554Z","1.2","0.26","31.94","0",""
"EV17764864144222W62YL","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:26:54.426Z","1.2","0.26","31.94","0",""
"EV1776486465898XF0YDN","Group of 5 pass (Final Release)","5","152.45","4.12","2.5","0","0","0","159.07","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:27:45.926Z","4.59","2.03","152.45","0",""
"EV1776486846023FK3WHS","VVIP","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:34:06.032Z","0","0","0","0",""
"EV1776486861538MLARLV","Group of 5 pass (Final Release)","5","152.45","4.12","2.5","0","0","0","159.07","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:34:21.570Z","4.59","2.03","152.45","0",""
"EV1776487022037WL933Y","VVIP","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:37:02.065Z","0","0","0","0",""
"EV1776487203252F30Q6L","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:40:03.258Z","0","0","0","0",""
"EV177648722767889YNEE","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:40:27.687Z","1.2","0.26","31.94","0",""
"EV1776487385738OBURIS","Premium VIP Experience","1","169","4.56","1.5","2","0","0","177.06","paid","confirmed","NZ Mobile Mortgages and Insurance Chitravarnam","NZ Mobile Group","","2026-04-18T04:43:05.767Z","5.08","2.98","169","0",""
"EV1776487387368DUBRY1","VVIP","3","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:43:07.375Z","0","0","0","0",""
"EV1776487920979RDFD5J","General Admission - Final Release","1","35.49","0.96","0.5","0","0","3.5490000000000004","33.401","expired","expired","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T04:52:00.988Z","1.2","0.26","31.94","0",""
"EV1776488635164NCT095","GENERAL ADMISSION","1","0","0","0","0","0","0","0","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:03:55.195Z","0","0","0","0",""
"EV177648930301603Z9HH","General Admission - Final Release","2","70.98","1.92","1","0","0","0","73.9","paid","confirmed","GENESIS - Chapter One","Lost Monk Productions","","2026-04-18T05:15:03.024Z","2.3","0.62","70.98","0",""
