Booking No,Ticket Type,Ticket Count,Ticket Amount,Processing Fee,Ticket Fee,Platform Fee,Agent Fee,Discount Amount,Grand Total,Payment Status,Booking Status,Event Name,Organizer,Venue,Created Date,Stripe Revenue,Eventox Revenue,Organizer Revenue,Refund Amount,Actions,Year,Month,Day,Weekday,Net Revenue,Revenue Per Ticket,Total Fees,Fee Percentage,Refund Flag,Discount Used,Booking Size,Revenue Category
EV177552259630555A8QP,Child (5-12 years),3,65.0,1.76,3.0,0,0,0.0,65.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 00:43:16.315000+00:00,2.06,2.7,60.24,0.0,,2026,4,7,Tuesday,65.0,21.666666666666668,4.76,7.323076923076923,0,0,Medium,High
EV1775530581011X53GWJ,Adult Pass,2,130.0,3.51,3.0,0,0,0.0,136.51,paid,confirmed,Bible Convention,NZ Mobile Group,,2026-04-07 02:56:21.034000+00:00,3.99,2.52,130.0,0.0,,2026,4,7,Tuesday,136.51,68.255,6.51,4.768881400629991,0,0,Small,Very High
EV1775531855164KLKGZ3,VIP Seating,3,297.0,8.02,4.5,2,0,29.700000000000003,281.82,expired,expired,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-07 03:17:35.203000+00:00,7.91,6.61,267.3,0.0,,2026,4,7,Tuesday,281.82,93.94,14.52,5.152224824355972,0,1,Medium,Very High
EV1775531878880OV6JN0,VIP Seating,3,297.0,8.02,4.5,2,0,29.700000000000003,281.82,expired,expired,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-07 03:17:58.913000+00:00,7.91,6.61,267.3,0.0,,2026,4,7,Tuesday,281.82,93.94,14.52,5.152224824355972,0,1,Medium,Very High
EV17755319426301655BY,VIP Seating,3,297.0,8.02,4.5,2,0,29.700000000000003,281.82,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-07 03:19:02.636000+00:00,7.91,6.61,267.3,0.0,,2026,4,7,Tuesday,281.82,93.94,14.52,5.152224824355972,0,1,Medium,Very High
EV17755366965971YNJI6,Child (5-12 years),3,70.0,1.89,3.0,0,0,0.0,70.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 04:38:16.637000+00:00,2.19,2.7,65.11,0.0,,2026,4,7,Tuesday,70.0,23.333333333333332,4.89,6.985714285714286,0,0,Medium,High
EV1775536759351H5R80D,Child (5-12 years),3,70.0,1.89,3.0,0,0,0.0,70.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 04:39:19.391000+00:00,2.19,2.7,65.11,0.0,,2026,4,7,Tuesday,70.0,23.333333333333332,4.89,6.985714285714286,0,0,Medium,High
EV177553793059562IU2V,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 04:58:50.632000+00:00,1.65,1.7,46.65,0.0,,2026,4,7,Tuesday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV1775538262303SS2O72,Child (5-12 years),3,70.0,1.89,3.0,0,0,0.0,70.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 05:04:22.343000+00:00,2.19,2.7,65.11,0.0,,2026,4,7,Tuesday,70.0,23.333333333333332,4.89,6.985714285714286,0,0,Medium,High
EV17755474363188AQUCW,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 07:37:16.353000+00:00,1.65,1.7,46.65,0.0,,2026,4,7,Tuesday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV17755481701080KXJ18,Child (O-5 years),4,70.0,1.89,4.0,0,0,0.0,70.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 07:49:30.130000+00:00,2.19,3.7,64.11,0.0,,2026,4,7,Tuesday,70.0,17.5,5.89,8.414285714285715,0,0,Medium,High
EV1775548301677D3QLVT,Child (5-12 years),5,120.0,3.24,5.0,0,0,0.0,120.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 07:51:41.705000+00:00,3.54,4.7,111.76,0.0,,2026,4,7,Tuesday,120.0,24.0,8.24,6.866666666666667,0,0,Medium,High
EV1775548336111EQ8P34,Adult Pass,4,170.0,4.59,6.0,0,0,0.0,180.59,expired,expired,Bible Convention,NZ Mobile Group,,2026-04-07 07:52:16.116000+00:00,5.18,5.41,170.0,0.0,,2026,4,7,Tuesday,180.59,45.1475,10.59,5.86411207708068,0,0,Medium,Very High
EV1775548400850BAPWLW,Child (O-5 years),4,70.0,1.89,4.0,0,0,0.0,70.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 07:53:20.871000+00:00,2.19,3.7,64.11,0.0,,2026,4,7,Tuesday,70.0,17.5,5.89,8.414285714285715,0,0,Medium,High
EV1775548764250N2ACVZ,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 07:59:24.279000+00:00,1.65,1.7,46.65,0.0,,2026,4,7,Tuesday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV1775550980793B7Q4KO,General Admission - Executive Seating,3,237.0,6.4,4.5,2,0,0.0,249.9,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-07 08:36:20.802000+00:00,7.05,5.85,237.0,0.0,,2026,4,7,Tuesday,249.9,83.3,12.9,5.162064825930372,0,0,Medium,Very High
EV1775551782332MNRVSK,Child (5-12 years),2,29.0,0.78,2.0,0,0,0.0,29.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 08:49:42.364000+00:00,1.08,1.7,26.22,0.0,,2026,4,7,Tuesday,29.0,14.5,2.7800000000000002,9.586206896551724,0,0,Small,Low
EV1775555329437Q44GEU,Child (O-5 years),4,51.0,1.38,4.0,0,0,0.0,51.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 09:48:49.473000+00:00,1.68,3.7,45.62,0.0,,2026,4,7,Tuesday,51.0,12.75,5.38,10.549019607843137,0,0,Medium,Medium
EV1775558380885I9YQUB,Adult Pass,2,130.0,3.51,3.0,0,0,0.0,136.51,paid,confirmed,Bible Convention,NZ Mobile Group,,2026-04-07 10:39:40.918000+00:00,3.99,2.52,130.0,0.0,,2026,4,7,Tuesday,136.51,68.255,6.51,4.768881400629991,0,0,Small,Very High
EV1775577848723BR85P6,Adult Pass,1,65.0,1.76,1.5,0,0,0.0,68.26,paid,confirmed,Bible Convention,NZ Mobile Group,,2026-04-07 16:04:08.753000+00:00,2.14,1.12,65.0,0.0,,2026,4,7,Tuesday,68.26,68.26,3.26,4.775857017286843,0,0,Small,High
EV1775586778586SIIADW,Child (5-12 years),4,58.0,1.57,4.0,0,0,0.0,58.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 18:32:58.623000+00:00,1.87,3.7,52.43,0.0,,2026,4,7,Tuesday,58.0,14.5,5.57,9.60344827586207,0,0,Medium,Medium
EV1775589130776S3I2VR,Adult Pass,2,130.0,3.51,3.0,0,0,0.0,136.51,paid,confirmed,Bible Convention,NZ Mobile Group,,2026-04-07 19:12:10.805000+00:00,3.99,2.52,130.0,0.0,,2026,4,7,Tuesday,136.51,68.255,6.51,4.768881400629991,0,0,Small,Very High
EV1775596099580NETOBW,Adult (12 & above),1,17.0,0.46,1.0,0,0,0.0,17.0,failed,failed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 21:08:19.589000+00:00,0.76,0.7,15.54,0.0,,2026,4,7,Tuesday,17.0,17.0,1.46,8.588235294117647,0,0,Small,Low
EV17755963340459PGWTA,Adult (12 & above),3,75.0,2.03,3.0,0,0,0.0,75.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 21:12:14.050000+00:00,2.33,2.7,69.97,0.0,,2026,4,7,Tuesday,75.0,25.0,5.029999999999999,6.706666666666666,0,0,Medium,High
EV17755964366978KAX5T,Adult (12 & above),1,25.0,0.68,1.0,0,0,0.0,25.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 21:13:56.722000+00:00,0.98,0.7,23.32,0.0,,2026,4,7,Tuesday,25.0,25.0,1.6800000000000002,6.720000000000001,0,0,Small,Low
EV1775599061717JFKS7Q,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 21:57:41.751000+00:00,1.65,1.7,46.65,0.0,,2026,4,7,Tuesday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV1775599255763QKRDR6,Adult (12 & above),1,25.0,0.68,1.0,0,0,0.0,25.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 22:00:55.799000+00:00,0.98,0.7,23.32,0.0,,2026,4,7,Tuesday,25.0,25.0,1.6800000000000002,6.720000000000001,0,0,Small,Low
EV1775599268343A3SDJT,Adult (12 & above),1,25.0,0.68,1.0,0,0,0.0,25.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 22:01:08.366000+00:00,0.98,0.7,23.32,0.0,,2026,4,7,Tuesday,25.0,25.0,1.6800000000000002,6.720000000000001,0,0,Small,Low
EV1775600490210R9Y3OL,General Admission - Executive Seating,2,158.0,4.27,3.0,2,0,0.0,167.27,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-07 22:21:30.238000+00:00,4.82,4.45,158.0,0.0,,2026,4,7,Tuesday,167.27,83.635,9.27,5.541938183774735,0,0,Small,Very High
EV1775600543410R2OHL3,Couple Pass (First Release),2,48.98,1.32,1.0,0,0,0.0,51.3,failed,failed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-07 22:22:23.440000+00:00,1.69,0.63,48.98,0.0,,2026,4,7,Tuesday,51.3,25.65,2.3200000000000003,4.522417153996102,0,0,Small,Medium
EV1775600657551ZAZ7DN,Couple Pass (First Release),2,48.98,1.32,1.0,0,0,0.0,51.3,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-07 22:24:17.577000+00:00,1.69,0.63,48.98,0.0,,2026,4,7,Tuesday,51.3,25.65,2.3200000000000003,4.522417153996102,0,0,Small,Medium
EV1775600823820YX6TUG,Adult (12 & above),4,100.0,2.7,4.0,0,0,0.0,100.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 22:27:03.829000+00:00,3.0,3.7,93.3,0.0,,2026,4,7,Tuesday,100.0,25.0,6.7,6.7,0,0,Medium,High
EV17756038194783QG6KM,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-07 23:16:59.501000+00:00,1.65,1.7,46.65,0.0,,2026,4,7,Tuesday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV1775606705847ACZ1L8,Adult (12 & above),3,75.0,2.03,3.0,0,0,0.0,75.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 00:05:05.860000+00:00,2.33,2.7,69.97,0.0,,2026,4,8,Wednesday,75.0,25.0,5.029999999999999,6.706666666666666,0,0,Medium,High
EV1775608020654YJ6XOS,General First Release,4,101.96,2.75,2.0,0,0,0.0,106.71,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-08 00:27:00.661000+00:00,3.18,1.57,101.96,0.0,,2026,4,8,Wednesday,106.71,26.6775,4.75,4.4513166526098775,0,0,Medium,High
EV17756100395383N6MK2,Adult Pass,3,170.0,4.59,4.5,0,0,0.0,179.09,paid,confirmed,Bible Convention,NZ Mobile Group,,2026-04-08 01:00:39.570000+00:00,5.14,3.95,170.0,0.0,,2026,4,8,Wednesday,179.09,59.696666666666665,9.09,5.075660282539505,0,0,Medium,Very High
EV1775612305698DKRE4U,Child (O-5 years),6,75.0,2.03,6.0,0,0,0.0,75.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 01:38:25.708000+00:00,2.33,5.7,66.97,0.0,,2026,4,8,Wednesday,75.0,12.5,8.03,10.706666666666665,0,0,Large,High
EV1775619841556V1NQE5,Child (O-5 years),3,50.0,1.35,3.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 03:44:01.564000+00:00,1.65,2.7,45.65,0.0,,2026,4,8,Wednesday,50.0,16.666666666666668,4.35,8.7,0,0,Medium,Medium
EV1775631115701K32QBR,Child (5-12 years),7,114.0,3.08,7.0,0,0,0.0,114.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 06:51:55.735000+00:00,3.38,6.7,103.92,0.0,,2026,4,8,Wednesday,114.0,16.285714285714285,10.08,8.842105263157894,0,0,Large,High
EV17756316820118CBJ1K,Adult (12 & above),1,25.0,0.68,1.0,0,0,0.0,25.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 07:01:22.033000+00:00,0.98,0.7,23.32,0.0,,2026,4,8,Wednesday,25.0,25.0,1.6800000000000002,6.720000000000001,0,0,Small,Low
EV1775633167228DC8BT5,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 07:26:07.261000+00:00,1.65,1.7,46.65,0.0,,2026,4,8,Wednesday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV1775636435464WHKIBC,Child (O-5 years),3,45.0,1.22,3.0,0,0,0.0,45.0,failed,failed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 08:20:35.500000+00:00,1.52,2.7,40.78,0.0,,2026,4,8,Wednesday,45.0,15.0,4.22,9.377777777777776,0,0,Medium,Medium
EV1775638235386NTGWCB,Group of 3 ,1,59.99,1.68,0.5,0,0,0.0,62.17,paid,confirmed,Happiness-Projekt: Chapter 2,Agape Records,,2026-04-08 08:50:35.394000+00:00,1.98,0.2,59.99,0.0,,2026,4,8,Wednesday,62.17,62.17,2.1799999999999997,3.5065143960109375,0,0,Small,Medium
EV1775638272004WOHMAE,Child (O-5 years),3,45.0,1.22,3.0,0,0,0.0,45.0,failed,failed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 08:51:12.028000+00:00,1.52,2.7,40.78,0.0,,2026,4,8,Wednesday,45.0,15.0,4.22,9.377777777777776,0,0,Medium,Medium
EV177563835110277RZAG,Child (O-5 years),3,45.0,1.22,3.0,0,0,0.0,45.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 08:52:31.113000+00:00,1.52,2.7,40.78,0.0,,2026,4,8,Wednesday,45.0,15.0,4.22,9.377777777777776,0,0,Medium,Medium
EV1775639787155WA0VYV,Adult (12 & above),1,17.0,0.46,1.0,0,0,0.0,17.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 09:16:27.195000+00:00,0.76,0.7,15.54,0.0,,2026,4,8,Wednesday,17.0,17.0,1.46,8.588235294117647,0,0,Small,Low
EV17756430760511XV65Y,General Admission - Executive Seating,10,790.0,21.33,15.0,2,0,0.0,828.33,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-08 10:11:16.058000+00:00,22.66,15.67,790.0,0.0,,2026,4,8,Wednesday,828.33,82.833,38.33,4.627382806369441,0,0,Large,Very High
EV177568119466468570S,Child (5-12 years),8,126.0,3.4,8.0,0,0,0.0,126.0,failed,failed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 20:46:34.705000+00:00,3.7,7.7,114.6,0.0,,2026,4,8,Wednesday,126.0,15.75,11.4,9.047619047619047,0,0,Large,High
EV17756815417095Q9JJ0,Child (5-12 years),8,126.0,3.4,8.0,0,0,0.0,126.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 20:52:21.741000+00:00,3.7,7.7,114.6,0.0,,2026,4,8,Wednesday,126.0,15.75,11.4,9.047619047619047,0,0,Large,High
EV1775682802759JC0I8L,General First Release - Male,2,50.98,1.38,1.0,0,0,0.0,53.36,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-08 21:13:22.800000+00:00,1.74,0.64,50.98,0.0,,2026,4,8,Wednesday,53.36,26.68,2.38,4.460269865067466,0,0,Small,Medium
EV177569189420395XLNV,Child (O-5 years),4,46.0,1.24,4.0,0,0,0.0,46.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 23:44:54.240000+00:00,1.54,3.7,40.76,0.0,,2026,4,8,Wednesday,46.0,11.5,5.24,11.391304347826088,0,0,Medium,Medium
EV1775692088856TE5X3Z,Child (O-5 years),4,46.0,1.24,4.0,0,0,0.0,46.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-08 23:48:08.885000+00:00,1.54,3.7,40.76,0.0,,2026,4,8,Wednesday,46.0,11.5,5.24,11.391304347826088,0,0,Medium,Medium
EV1775695154282AU0N5Z,General Admission - Early Bird  ,1,25.0,0.7,1.0,0,0,0.0,26.7,paid,confirmed,AFTER DARK | Bollywood Noir 💎,Veloura Events,,2026-04-09 00:39:14.313000+00:00,1.02,0.68,25.0,0.0,,2026,4,9,Thursday,26.7,26.7,1.7,6.367041198501873,0,0,Small,Low
EV1775697721993LHDJMV,Child (5-12 years),3,41.0,1.11,3.0,0,0,0.0,41.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 01:22:02.001000+00:00,1.41,2.7,36.89,0.0,,2026,4,9,Thursday,41.0,13.666666666666666,4.11,10.02439024390244,0,0,Medium,Medium
EV1775697806183AKLMEQ,Child (5-12 years),3,41.0,1.11,3.0,0,0,0.0,41.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 01:23:26.189000+00:00,1.41,2.7,36.89,0.0,,2026,4,9,Thursday,41.0,13.666666666666666,4.11,10.02439024390244,0,0,Medium,Medium
EV1775708750592ANLWMZ,Early Bird - General Admission,1,49.0,1.32,1.5,2,0,0.0,53.82,expired,expired,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 04:25:50.605000+00:00,1.75,3.07,49.0,0.0,,2026,4,9,Thursday,53.82,53.82,4.82,8.955778520995914,0,0,Small,Medium
EV1775708755037X0AQXJ,Early Bird - General Admission,1,49.0,1.32,1.5,2,0,0.0,53.82,expired,expired,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 04:25:55.043000+00:00,1.75,3.07,49.0,0.0,,2026,4,9,Thursday,53.82,53.82,4.82,8.955778520995914,0,0,Small,Medium
EV1775716829748FQRBFN,Adult (12 & above),2,50.0,1.35,2.0,0,0,0.0,50.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 06:40:29.783000+00:00,1.65,1.7,46.65,0.0,,2026,4,9,Thursday,50.0,25.0,3.35,6.7,0,0,Small,Medium
EV17757189048431U8L3P,Adult (12 & above),2,34.0,0.92,2.0,0,0,0.0,34.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 07:15:04.853000+00:00,1.22,1.7,31.08,0.0,,2026,4,9,Thursday,34.0,17.0,2.92,8.588235294117647,0,0,Small,Medium
EV17757189110362XL09S,Early Bird - General Admission,5,295.0,7.97,7.5,2,0,0.0,312.47,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 07:15:11.040000+00:00,8.74,8.73,295.0,0.0,,2026,4,9,Thursday,312.47,62.49400000000001,17.47,5.590936729926073,0,0,Medium,Very High
EV177572256889314H18Z,Couple Pass (First Release),2,48.98,1.32,1.0,0,0,0.0,51.3,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-09 08:16:08.923000+00:00,1.69,0.63,48.98,0.0,,2026,4,9,Thursday,51.3,25.65,2.3200000000000003,4.522417153996102,0,0,Small,Medium
EV17757233756819755JW,Early Bird - General Admission,4,196.0,5.29,6.0,2,0,0.0,209.29,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 08:29:35.708000+00:00,5.95,7.34,196.0,0.0,,2026,4,9,Thursday,209.29,52.3225,13.29,6.350040613502796,0,0,Medium,Very High
EV1775723446513W5V62T,Early Bird - General Admission,4,196.0,5.29,6.0,2,0,0.0,209.29,expired,expired,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 08:30:46.517000+00:00,5.95,7.34,196.0,0.0,,2026,4,9,Thursday,209.29,52.3225,13.29,6.350040613502796,0,0,Medium,Very High
EV177572365584714MDLI,Adult (12 & above),5,125.0,3.38,5.0,0,0,0.0,125.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 08:34:15.885000+00:00,3.67,4.71,116.62,0.0,,2026,4,9,Thursday,125.0,25.0,8.379999999999999,6.703999999999999,0,0,Medium,High
EV177572504239746J09M,Adult Pass,3,170.0,4.59,4.5,0,0,0.0,179.09,paid,confirmed,Bible Convention,NZ Mobile Group,,2026-04-09 08:57:22.425000+00:00,5.14,3.95,170.0,0.0,,2026,4,9,Thursday,179.09,59.696666666666665,9.09,5.075660282539505,0,0,Medium,Very High
EV17757265827591SOXOH,Child (5-12 years),3,70.0,1.89,3.0,0,0,0.0,70.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 09:23:02.765000+00:00,2.19,2.7,65.11,0.0,,2026,4,9,Thursday,70.0,23.333333333333332,4.89,6.985714285714286,0,0,Medium,High
EV1775726795238858HSI,Child (5-12 years),3,46.0,1.24,3.0,0,0,0.0,46.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 09:26:35.257000+00:00,1.54,2.7,41.76,0.0,,2026,4,9,Thursday,46.0,15.333333333333334,4.24,9.217391304347826,0,0,Medium,Medium
EV1775728775540AJDRCF,Child (5-12 years),3,41.0,1.11,3.0,0,0,0.0,41.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 09:59:35.580000+00:00,1.41,2.7,36.89,0.0,,2026,4,9,Thursday,41.0,13.666666666666666,4.11,10.02439024390244,0,0,Medium,Medium
EV17757288223253L8DHE,General First Release - Male,2,50.98,1.38,1.0,0,0,0.0,53.36,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-09 10:00:22.351000+00:00,1.74,0.64,50.98,0.0,,2026,4,9,Thursday,53.36,26.68,2.38,4.460269865067466,0,0,Small,Medium
EV1775728855152ODXHS7,Adult (12 & above),1,25.0,0.68,1.0,0,0,0.0,25.0,expired,expired,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 10:00:55.184000+00:00,0.98,0.7,23.32,0.0,,2026,4,9,Thursday,25.0,25.0,1.6800000000000002,6.720000000000001,0,0,Small,Low
EV1775729206875E4XTXX,General First Release,3,74.47,2.01,1.5,0,0,0.0,77.98,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-09 10:06:46.891000+00:00,2.41,1.1,74.47,0.0,,2026,4,9,Thursday,77.98,25.993333333333336,3.51,4.501154142087714,0,0,Medium,High
EV1775729395632FZLEGT,Adult (12 & above),1,25.0,0.68,1.0,0,0,0.0,25.0,paid,confirmed,"Easter,Vishu and Eid Celebration 2026",Auckland Malayali Samajam,,2026-04-09 10:09:55.668000+00:00,0.98,0.7,23.32,0.0,,2026,4,9,Thursday,25.0,25.0,1.6800000000000002,6.720000000000001,0,0,Small,Low
EV177574586363047GWRO,Early Bird - General Admission,2,49.0,1.32,3.0,2,0,0.0,55.32,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 14:44:23.655000+00:00,1.79,4.53,49.0,0.0,,2026,4,9,Thursday,55.32,27.66,6.32,11.424439624005785,0,0,Small,Medium
EV1775774734117QNUT9V,Student Ticket (First Release),2,44.98,1.21,1.0,0,0,0.0,47.19,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-09 22:45:34.134000+00:00,1.57,0.64,44.98,0.0,,2026,4,9,Thursday,47.19,23.595,2.21,4.683195592286501,0,0,Small,Medium
EV1775777196279NGF87D,General First Release,1,25.49,0.69,0.5,0,0,0.0,26.68,paid,confirmed,GENESIS - Chapter One,Lost Monk Productions,,2026-04-09 23:26:36.287000+00:00,1.02,0.17,25.49,0.0,,2026,4,9,Thursday,26.68,26.68,1.19,4.460269865067466,0,0,Small,Low
EV1775777696723JAI32P,Early Bird - General Admission,3,147.0,3.97,4.5,2,0,0.0,157.47,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 23:34:56.741000+00:00,4.55,5.92,147.0,0.0,,2026,4,9,Thursday,157.47,52.49,10.47,6.648885502000382,0,0,Medium,Very High
EV17757786022943OWD7L,Early Bird - General Admission,2,98.0,2.65,3.0,2,0,9.8,95.85,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-09 23:50:02.299000+00:00,2.89,4.76,88.2,0.0,,2026,4,9,Thursday,95.85,47.925,7.65,7.981220657276997,0,1,Small,High
EV1775779819153B13ADZ,Early Bird - General Admission,2,49.0,1.32,3.0,2,0,4.9,50.42,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-10 00:10:19.168000+00:00,1.66,4.66,44.1,0.0,,2026,4,10,Friday,50.42,25.21,6.32,12.534708449028164,0,1,Small,Medium
EV17757800350790KNX38,Early Bird - General Admission,1,49.0,1.32,1.5,2,0,4.9,53.82,paid,confirmed,NZ Mobile Mortgages and Insurance Chitravarnam,NZ Mobile Group,,2026-04-10 00:13:55.115000+00:00,1.75,3.07,44.1,0.0,,2026,4,10,Friday,53.82,53.82,4.82,8.955778520995914,0,1,Small,Medium
EV1775780185220TL0PV4,Member Ticket,4,55.0,1.49,4.0,0,0,10.15,50.34,paid,confirmed,Easter • Eid • Vishu Celebration 2026,TARANAKI MALAYALEE ASSOCIATION INCORPORATED,,2026-04-10 00:16:25.250000+00:00,1.66,3.83,44.85,0.0,,2026,4,10,Friday,50.34,12.585,5.49,10.905840286054827,0,1,Medium,Medium
